sample_id,variety,region,quality_score,sugar_content_brix,acidity_ph,cluster_weight_g,berry_size_mm,harvest_date,sun_exposure_hours,soil_moisture_percent,rainfall_mm
255,Cabernet Sauvignon,Mendoza,2.72,23.71,4.03,151.16,12.43,8/26/2023,11.2,46,392.4
256,Merlot,Sonoma,2.63,18.61,3.6,92.85,19.87,8/19/2023,8.9,52,531.4
257,Riesling,Barossa Valley,2.1,14.01,3.52,257.62,24.97,8/10/2023,6.4,54.8,230.3
258,Syrah,Bordeaux,2.57,19.83,3.4,111.88,16.78,8/24/2023,9.3,56.5,226.3
259,Zinfandel,Rioja,1.78,11.28,3.24,167.56,15.32,8/19/2023,8.5,63.5,632.2
260,Merlot,Bordeaux,2.96,21.64,3.41,318.7,16.01,9/14/2023,11.3,38.6,466.7
261,Cabernet Sauvignon,Loire Valley,1.54,15.38,3.88,111.29,11.73,9/15/2023,7.2,34.8,353.8
262,Syrah,Bordeaux,3.56,25.95,3.64,202.34,23.25,9/28/2023,11,64.1,314.2
263,Sauvignon Blanc,Loire Valley,2.2,16.21,4.05,175.78,16.22,8/6/2023,9.3,36.3,602
264,Cabernet Sauvignon,Loire Valley,1.96,19.1,3.42,55.44,15.81,9/17/2023,6.3,69,200.2
265,Merlot,Barossa Valley,2.6,10.23,3.65,287.83,19.9,8/8/2023,11.8,63.7,683.5
266,Chardonnay,Bordeaux,2,11.45,3.68,70.71,16.63,8/27/2023,9.1,50,247.5
267,Pinot Noir,Loire Valley,2.37,17.85,3.63,192.28,19.72,9/13/2023,7.7,69.3,314.9
268,Zinfandel,Tuscany,2.03,19.6,3.78,218.2,10.92,9/10/2023,8.8,33.9,431.7
269,Riesling,Mendoza,3.28,22,3.13,238.53,22.21,9/14/2023,11.1,42.1,490.9
270,Merlot,Sonoma,2.44,15.83,3.52,256.59,24.11,8/10/2023,7.8,55.5,413
271,Syrah,Sonoma,2.55,23.9,2.95,125.98,19.73,8/5/2023,7.2,44,392.4
272,Zinfandel,Barossa Valley,2.93,27.2,3.34,52.99,24.32,9/21/2023,6.8,67.1,778.3
273,Zinfandel,Bordeaux,2.38,25.6,3.48,267.03,12.27,8/25/2023,7.8,32.6,584.9
274,Zinfandel,Bordeaux,2.26,10.79,3.71,210.7,17.16,8/25/2023,10.7,52,214.1
275,Cabernet Sauvignon,Loire Valley,2.49,19.61,4.13,300.84,19.03,8/28/2023,8.8,53.6,458.1
276,Pinot Noir,Rioja,1.91,12.1,3.64,296.42,18.73,9/3/2023,7.4,56.1,725
277,Cabernet Sauvignon,Napa Valley,1.77,14.84,3.84,303,16.02,9/15/2023,7,40.2,380.9
278,Syrah,Loire Valley,2.85,29.73,3.51,195.53,15.07,8/18/2023,8,44.6,256.7
279,Cabernet Sauvignon,Mendoza,2.18,12.85,3.69,150.09,11.9,9/27/2023,11.6,63.7,655
280,Chardonnay,Tuscany,2.19,19.98,2.9,287.47,15.88,9/7/2023,8.1,37.8,563.6
281,Pinot Noir,Sonoma,2.8,22.36,3.16,185.39,12.44,9/22/2023,11.9,63.1,542.2
282,Pinot Noir,Loire Valley,3.01,24.05,3.31,105.03,21.02,8/23/2023,8.9,52.5,232.1
283,Syrah,Napa Valley,2.05,21.19,3.46,306.49,13.13,9/15/2023,7.1,60.5,284.3
284,Riesling,Napa Valley,1.79,10.2,2.86,314.77,10.88,9/24/2023,11.3,58.5,573.5
285,Chardonnay,Loire Valley,2.29,16.53,3,189.89,18.29,9/7/2023,8.8,38.3,324.7
286,Merlot,Barossa Valley,2.86,20.35,3.19,72.71,18.93,9/1/2023,10.3,52.8,502.4
287,Cabernet Sauvignon,Sonoma,2.72,11.76,4.16,166.35,23.08,9/27/2023,11.9,64.7,526.9
288,Sauvignon Blanc,Barossa Valley,1.99,17.01,3.26,291.06,18.65,8/27/2023,6.3,47.3,370.1
289,Cabernet Sauvignon,Tuscany,1.48,10.66,3.47,320.53,15.18,9/28/2023,6.6,68.7,769.1
290,Zinfandel,Napa Valley,2.5,11.57,3.07,111.04,22.05,9/3/2023,10.3,48.1,705.5
291,Cabernet Sauvignon,Napa Valley,2.26,17.94,3.66,70.09,18.1,8/2/2023,7.7,35.7,633.4
292,Merlot,Mendoza,1.34,12.65,3.19,313.21,11.19,8/9/2023,7.1,45.6,246.8
293,Cabernet Sauvignon,Tuscany,2.18,21.35,3.09,166.82,18.49,8/28/2023,6.2,68.1,263.7
294,Chardonnay,Napa Valley,2.64,23.79,3.52,212.53,23.62,8/17/2023,6.1,42.8,495.7
295,Chardonnay,Tuscany,2.95,26.01,2.81,340.42,15.94,8/4/2023,10.6,64.7,296.4
296,Pinot Noir,Sonoma,1.5,14,2.81,69.97,14.44,8/5/2023,6.8,65.3,787
297,Syrah,Bordeaux,1.71,13.35,3.11,244.5,12.15,8/5/2023,8.8,44,295.1
298,Riesling,Napa Valley,1.71,12.09,2.85,72.23,12.27,9/26/2023,9.6,33.3,492.5
299,Sauvignon Blanc,Mendoza,2.49,22.73,2.95,162.64,16.49,9/5/2023,8.6,59,418.5
300,Zinfandel,Sonoma,2.42,24.13,,291.14,18.94,9/18/2023,6.2,42.5,583.6
301,Cabernet Sauvignon,Loire Valley,1.8,10.63,3.92,180.04,11.21,9/18/2023,10.7,61.3,277.4
302,Cabernet Sauvignon,Tuscany,2.91,28.72,3.6,349.15,24.09,8/10/2023,6.1,47.7,458.2
303,Merlot,Loire Valley,2.58,11.04,3.52,217.72,21.33,9/8/2023,10.6,49.4,364.8
304,Syrah,Barossa Valley,3.06,20.83,3.21,146.35,18.8,8/26/2023,11.4,61.1,732.7
305,Chardonnay,Sonoma,2.93,24.18,4.1,116.03,22.43,9/22/2023,8.6,45.3,224.4
306,Sauvignon Blanc,Loire Valley,2.62,27.42,3.36,155.16,11.2,8/21/2023,9.2,47.7,748.2
307,Pinot Noir,Rioja,2.67,24.28,2.92,161.76,17.15,9/20/2023,8.9,45,699.8
308,Chardonnay,Rioja,2.94,26.03,3.66,70.61,19.45,8/20/2023,8.3,44.7,378.5
309,Zinfandel,Napa Valley,2.96,16.79,2.96,160.87,22.43,9/27/2023,11.3,51,673.6
310,Syrah,Tuscany,3.61,26.3,3.28,189.27,21.75,9/3/2023,11.4,62.4,218.7
311,Zinfandel,Bordeaux,1.7,11.6,3.51,266.82,14.16,9/21/2023,8,44.5,780.1
312,Riesling,Sonoma,3.36,27.9,4.02,247.02,24.11,8/20/2023,9.7,51,516
313,Pinot Noir,Napa Valley,2.71,20.95,3.49,262.63,11.87,9/13/2023,11.6,56.8,382
314,Riesling,Mendoza,3.68,26.35,3.78,52.51,23.13,9/11/2023,11.8,40.8,417.5
315,Merlot,Barossa Valley,2.69,19.05,4.19,115.3,24.56,8/27/2023,9.1,41.1,239.8
316,Zinfandel,Tuscany,2.27,22.87,2.98,248.51,12.66,8/25/2023,8.7,67.3,793.6
317,Merlot,Sonoma,2.56,20.53,3.18,195.2,20.83,9/27/2023,7.7,58.9,223.6
318,Cabernet Sauvignon,Rioja,2.85,24.63,3.35,51.59,10.6,9/16/2023,11.8,53.1,592.9
319,Riesling,Sonoma,1.63,11.63,3.39,291.35,16.08,9/20/2023,6.9,55.9,465.6
320,Syrah,Bordeaux,2.14,11.21,3.38,281.84,17.74,8/30/2023,9.5,31.2,769.3
321,Zinfandel,Rioja,2.02,14.94,4.07,214.53,18.71,8/16/2023,7.7,54.7,347.6
322,Sauvignon Blanc,Bordeaux,2.2,13.19,3.8,69.94,24.04,8/30/2023,7.7,50.4,519.3
323,Pinot Noir,Mendoza,3.08,27.44,3.65,279.95,20.08,8/11/2023,8.4,51.8,489.4
324,Chardonnay,Barossa Valley,2.68,14.38,3.23,225.11,17.22,9/28/2023,12,44.4,621.7
325,Syrah,Mendoza,2.91,29.52,3.95,284.59,22.15,8/20/2023,6.3,33.3,240.8
326,Syrah,Napa Valley,2.63,16.74,4.14,275.52,24.26,9/8/2023,9.5,37.7,316.3
327,Merlot,Napa Valley,1.21,13.64,3.95,290.9,10.33,8/5/2023,6.5,68,328.7
328,Riesling,Mendoza,2.72,25.79,2.8,205.4,24.74,8/4/2023,6.9,46.3,642.9
329,Zinfandel,Barossa Valley,2.26,23.17,3.69,92.1,11.29,8/17/2023,8.6,48.7,313.5
330,Zinfandel,Mendoza,2.76,19.96,2.87,251.35,22.22,8/26/2023,9.1,32.1,544.1
331,Cabernet Sauvignon,Barossa Valley,2.13,21.11,3.16,236.14,14.21,9/21/2023,7.6,31.5,329.1
332,Cabernet Sauvignon,Barossa Valley,2.16,24.38,2.88,272.68,11.98,9/13/2023,7.9,58.7,717
333,Pinot Noir,Loire Valley,1.76,14.57,3.65,100.96,16.6,8/22/2023,6.5,51.5,765.3
334,Merlot,Rioja,3.07,29.93,3.76,108.49,19.66,8/1/2023,7.8,50.3,511.1
335,Syrah,Tuscany,3.38,29.5,2.96,317.12,15.71,9/14/2023,11.8,39.7,411.4
336,Zinfandel,Barossa Valley,2.75,23.01,3.34,274.99,10.82,9/21/2023,11.7,59.8,340.4
337,Sauvignon Blanc,Bordeaux,2.16,13.99,3.44,322.47,18.99,9/16/2023,8,36.7,229.9
338,Merlot,Barossa Valley,3.14,23.6,3.32,277.61,23.54,8/22/2023,9.4,37.6,361.1
339,Pinot Noir,Barossa Valley,2.25,11.44,2.97,229.15,15.75,8/16/2023,11.5,48.4,592.5
340,Pinot Noir,Barossa Valley,1.23,10.61,3.39,246.24,13.24,9/24/2023,6,41.5,520.2
341,Merlot,Loire Valley,2.48,15.15,3.85,316.74,16.64,9/20/2023,10.9,39.9,766.4
342,Pinot Noir,Rioja,2.4,19.25,2.9,223.64,10.73,9/11/2023,11.7,55.8,437.8
343,Merlot,Loire Valley,2.78,27.37,2.91,239.72,22.31,9/12/2023,6.5,56,616.3
344,Chardonnay,Napa Valley,2.79,24.54,3.3,96.94,22.4,9/11/2023,7,63,493.6
345,Merlot,Loire Valley,3.29,24.85,4.12,192.18,18.82,9/30/2023,11.8,46.7,507.5
346,Riesling,Bordeaux,2.34,18.51,3.74,264.92,15.3,9/6/2023,9.2,32.9,360.7
347,Merlot,Bordeaux,2.17,16.92,3.75,131.28,22,8/26/2023,6.1,40.9,473
348,Pinot Noir,Loire Valley,2.2,17.42,3.31,110.68,18.32,8/22/2023,7.5,69.2,482.5
349,Zinfandel,Rioja,3.4,29.75,3.63,144.15,22.39,9/5/2023,8.7,53.9,624
350,Riesling,Mendoza,2.21,10.8,2.81,122.45,19.47,9/4/2023,10.2,58.4,764.4
351,Pinot Noir,Tuscany,3.51,27.34,3.69,114.47,21.77,8/4/2023,10.4,30.3,397.6
352,Cabernet Sauvignon,Rioja,3.15,21.57,4.08,177.46,18.98,9/25/2023,12,50.7,225.3
353,Cabernet Sauvignon,Loire Valley,2.18,18.77,3.66,322.35,16.21,8/27/2023,7.7,31.5,497.8
354,Zinfandel,Barossa Valley,3.07,24.51,4.02,202.12,24.37,8/7/2023,9.2,52.8,526.7
355,Zinfandel,Sonoma,2.58,19.73,3.81,106.38,18.12,8/30/2023,9.2,66.8,301.1
356,Riesling,Tuscany,2.92,27.47,2.97,73.09,19.08,8/20/2023,8.4,68.7,656.3
357,Chardonnay,Tuscany,2.33,28.01,4.06,258.85,13.31,9/29/2023,7,51.6,791
358,Zinfandel,Bordeaux,2.96,18.43,2.89,164.84,19.38,9/20/2023,11.9,48.3,767.5
359,Cabernet Sauvignon,Tuscany,2.74,15.54,3.55,296.55,18.57,9/18/2023,11.1,67.8,318.3
360,Merlot,Loire Valley,2.27,21.85,3,247.85,12.77,9/21/2023,9,56.9,725.2
361,Pinot Noir,Barossa Valley,2.58,28.25,2.82,288.87,10.89,8/11/2023,9.6,32.6,622.7
362,Cabernet Sauvignon,Barossa Valley,2.06,14.21,3.39,131.58,19.07,8/30/2023,7.4,48.6,472.3
363,Cabernet Sauvignon,Napa Valley,2.99,22.46,3.21,257.71,21.46,9/11/2023,9.3,39.6,524.4
364,Chardonnay,Barossa Valley,2.98,22.63,3.48,129.22,17.85,8/29/2023,10.2,48.8,709.8
365,Riesling,Rioja,2.6,24.66,3.61,331.72,13.4,9/29/2023,9.1,48.2,488.1
366,Riesling,Barossa Valley,2.65,12.63,2.86,240.91,20,9/8/2023,11.9,53.3,423.9
367,Syrah,Bordeaux,2.42,24.32,2.97,147.35,11.2,8/24/2023,9.7,44.3,495.9
368,Chardonnay,Barossa Valley,2.88,28.18,3.58,130.85,16.63,8/5/2023,8.2,36.6,547.5
369,Merlot,Napa Valley,2.09,13.59,3.28,107.28,12.45,9/5/2023,10.6,50.1,313.4
370,Riesling,Sonoma,1.56,14.75,3.82,258.39,12.77,8/22/2023,7,63.2,740.5
371,Pinot Noir,Loire Valley,2.7,29.43,3.71,115.61,13.03,9/12/2023,8.3,56.6,604.5
372,Zinfandel,Bordeaux,1.83,13.62,3.98,228.59,15.8,8/29/2023,8.1,43.5,580
373,Chardonnay,Rioja,2.44,27.09,3.77,129.39,10.77,8/12/2023,8.6,67.4,259.7
374,Zinfandel,Sonoma,2.75,19.85,3.4,248.59,15.97,9/20/2023,10.7,66.5,562.5
375,Cabernet Sauvignon,Bordeaux,2.23,14.94,3.74,294.48,17.68,8/29/2023,8.9,38.4,272.6
376,Pinot Noir,Mendoza,3.25,27.41,3.19,283.41,17.25,9/22/2023,10.8,31.6,247.2
377,Pinot Noir,Tuscany,2.43,18.91,3.23,278.26,15.74,8/14/2023,9.5,59.7,516.4
378,Cabernet Sauvignon,Mendoza,2.67,20.3,3.9,106.32,22.59,8/14/2023,8.1,63.1,441.7
379,Chardonnay,Barossa Valley,2.37,17.18,3.42,76.52,12.18,8/21/2023,10.9,68.7,553.3
380,Cabernet Sauvignon,Sonoma,2.35,21.86,3.92,259.68,17.59,8/20/2023,7.4,65.6,253.5
381,Zinfandel,Barossa Valley,1.36,13.27,3.95,160.5,10.93,8/4/2023,7.3,54,458.6
382,Syrah,Tuscany,1.92,17.82,4,179.7,11.07,8/4/2023,9,51.2,304.9
383,Pinot Noir,Bordeaux,2.86,29.39,4.08,59.34,18.61,9/27/2023,7.6,31.1,792.3
384,Sauvignon Blanc,Tuscany,1.87,15.16,3.4,127.87,18.49,9/11/2023,6.1,39.9,536.7
385,Sauvignon Blanc,Napa Valley,3.18,23.13,3.25,60.1,23.17,9/26/2023,9.9,48.4,612.5
386,Zinfandel,Tuscany,2.43,16.5,3.62,313.76,18.37,8/6/2023,9.1,55.1,395.3
387,Merlot,Napa Valley,3.13,25.47,3.32,123.02,24.4,9/5/2023,8.7,52.3,256.8
388,Riesling,Tuscany,2.14,12.62,3.64,217.2,10.73,9/15/2023,11.8,59.7,785.5
389,Cabernet Sauvignon,Loire Valley,2.76,29.4,3.79,61.69,11.47,8/2/2023,9.4,41.2,371.8
390,Cabernet Sauvignon,Napa Valley,2.39,19.08,3.76,250.05,10.66,8/17/2023,11.2,52.6,454.3
391,Merlot,Sonoma,1.56,14.72,3.32,146.91,12.78,9/29/2023,6.8,33.5,589.9
392,Merlot,Barossa Valley,2.08,11.47,3.03,319.38,18.12,8/16/2023,9.4,46.5,214.8
393,Zinfandel,Rioja,2.69,13.4,3.4,316.44,19.68,8/24/2023,11.2,60,686.2
394,Zinfandel,Barossa Valley,2.13,20.4,3,147.59,10.68,9/7/2023,9.5,57.7,521.9
395,Merlot,Mendoza,2.78,16.74,4.05,320.29,24.19,9/5/2023,10.3,69.6,366.9
396,Pinot Noir,Barossa Valley,3.11,26.58,3.28,348.85,22.63,8/22/2023,8.2,41.1,237
397,Zinfandel,Bordeaux,1.79,18.62,3.02,297.62,14.45,9/26/2023,6.6,49.9,297.5
398,Syrah,Loire Valley,1.66,14.97,2.84,303.46,11.16,8/20/2023,8.7,43.2,737
399,Zinfandel,Tuscany,2.26,22.34,3.7,124.7,12.55,9/12/2023,8.4,47.6,611.6
400,Cabernet Sauvignon,Mendoza,2.79,24.14,3.69,223.01,11.9,8/3/2023,11.2,64.3,349.9
401,Zinfandel,Bordeaux,1.52,13.34,3.28,70.18,11.85,9/25/2023,7.5,57.4,239.4
402,Pinot Noir,Bordeaux,2.54,13.35,2.9,78.48,17.78,9/13/2023,11.8,65.3,614.4
403,Merlot,Napa Valley,2.21,10.73,3.37,349.67,13.69,8/4/2023,11.7,38.1,543.4
404,Cabernet Sauvignon,Barossa Valley,2.43,24.73,3.24,147.99,15.37,9/10/2023,7.5,64.9,442.7
405,Zinfandel,Sonoma,2.88,23.28,3.75,274.46,24.84,8/4/2023,8.1,32.4,418.2
406,Pinot Noir,Rioja,3.12,19.49,3.65,292,20.26,9/9/2023,11.4,65.5,330.1
407,Syrah,Sonoma,3.73,26.88,3.31,307.41,24.23,8/11/2023,11.8,43.2,601.8
408,Zinfandel,Mendoza,2.46,26.11,3.11,349.29,12.14,9/10/2023,8.7,42.6,782.4
409,Pinot Noir,Loire Valley,2.23,21.71,4.18,122.45,15.73,8/4/2023,7.9,50.5,305.4
410,Syrah,Sonoma,3.12,27.37,3.44,62.11,18.32,9/23/2023,9.2,67.6,558.3
411,Merlot,Tuscany,1.94,14.12,3.76,173.36,11.15,8/6/2023,10.1,31.9,454.5
412,Zinfandel,Sonoma,1.28,12.24,3,89.02,10.06,8/28/2023,7.6,44.1,468
413,Syrah,Mendoza,2.72,15.39,3.48,56.73,20.06,9/4/2023,10.4,64.3,352.5
414,Cabernet Sauvignon,Rioja,1.6,11.14,2.84,158.13,19.63,9/9/2023,6.3,45.8,695.1
415,Merlot,Sonoma,2.1,20.62,3.51,285.12,16.16,8/4/2023,6.3,38,491.2
416,Cabernet Sauvignon,Tuscany,2.83,28.73,4.15,219.85,17.34,8/8/2023,8.3,47,526
417,Sauvignon Blanc,Napa Valley,1.77,10.79,3.34,143.83,16.23,9/2/2023,8.1,45.4,382.9
418,Chardonnay,Loire Valley,1.32,12.44,2.85,246.3,10.36,8/23/2023,7.9,66.6,309.1
419,Zinfandel,Mendoza,2.2,19.04,2.84,119.61,15.03,9/16/2023,8.9,60.5,251.5
420,Syrah,Napa Valley,2.57,28.68,3.34,54.31,12.66,9/6/2023,7.9,50.2,628.5
421,Chardonnay,Napa Valley,1.56,16.32,3.02,279.31,11.48,9/19/2023,7.2,69.5,317.7
422,Chardonnay,Napa Valley,2.56,20.14,2.83,237.12,24.35,9/4/2023,7.9,48.6,614
423,Syrah,Bordeaux,2.53,10.83,3.86,278.69,18.99,8/18/2023,11.8,32.3,434.2
424,Merlot,Loire Valley,2.31,12.97,3.44,61.68,20.93,9/29/2023,8.5,40.5,449.5
425,Zinfandel,Rioja,2.87,29.73,3.2,301.14,14.73,9/16/2023,8.7,47.4,481.5
426,Sauvignon Blanc,Barossa Valley,2.99,29.3,4.06,235.86,15.9,8/2/2023,9.5,36.3,420.6
427,Cabernet Sauvignon,Loire Valley,2.09,10.1,2.96,219.02,13.55,8/20/2023,11.9,67.9,260.4
428,Pinot Noir,Bordeaux,2.31,29.04,4.14,237.38,11.45,9/13/2023,7.4,60.7,385.8
429,Cabernet Sauvignon,Barossa Valley,2.56,22.78,3.24,309.33,12.69,8/20/2023,10.1,40.7,598.2
430,Pinot Noir,Loire Valley,3.42,27.36,4.04,226.08,21.96,9/5/2023,10.3,53.6,599.5
431,Cabernet Sauvignon,Napa Valley,2.79,19.09,3.64,224.29,20.16,9/20/2023,9.6,58.9,371.7
432,Syrah,Mendoza,2.13,20.31,3.96,347.2,18.2,8/7/2023,6.5,67.7,476.1
433,Sauvignon Blanc,Barossa Valley,2.58,19.78,4.18,277.02,17.13,8/2/2023,10.1,65.3,316.1
434,Zinfandel,Tuscany,2.59,23.34,3.2,182.69,23.84,8/7/2023,6.4,50.6,326.2
435,Pinot Noir,Tuscany,1.68,12.79,4.15,262.22,11.09,9/19/2023,9.6,61,213.8
436,Zinfandel,Sonoma,2.01,10.6,3.35,166.77,14.21,9/14/2023,10.4,52.5,738
437,Zinfandel,Barossa Valley,1.9,16.16,3.34,118.66,15.25,9/29/2023,7.3,52.1,326.4
438,Zinfandel,Mendoza,3.41,24.09,3.28,229.06,21.74,9/10/2023,11,34.6,336.5
439,Riesling,Rioja,2.06,14.04,3.56,328.45,24.89,8/18/2023,6.2,35,367.8
440,Merlot,Bordeaux,2.78,23.47,3.02,328.74,13.61,9/27/2023,11.1,51.2,276.4
441,Cabernet Sauvignon,Napa Valley,3.41,29.4,3.58,152.57,23.11,9/17/2023,8.8,40.8,583.6
442,Zinfandel,Sonoma,2.11,11.88,3.56,208.3,22.46,9/10/2023,7.3,30.8,245.1
443,Cabernet Sauvignon,Tuscany,2.07,23.45,3.87,113.49,13.37,8/10/2023,6.8,58.9,280.5
444,Zinfandel,Bordeaux,2.76,18.88,3.97,348.69,15.99,8/18/2023,11.7,31.3,586.9
445,Pinot Noir,Bordeaux,2.5,27.36,3.42,344.34,16.15,8/24/2023,6.4,53.8,403.8
446,Merlot,Napa Valley,2.14,13.54,3.22,244.85,24.67,9/20/2023,7.2,51.6,624.8
447,Merlot,Rioja,2.28,23.85,3.16,291.32,12.71,8/9/2023,8.1,68.8,534.5
448,Syrah,Rioja,3.31,26.76,3.07,264.53,21.99,9/18/2023,9.7,49.4,353.6
449,Riesling,Barossa Valley,2.86,28.89,2.88,227.95,15.01,9/3/2023,9.3,32.5,590.5
450,Syrah,Tuscany,2.63,23.66,3.28,66,20.96,9/11/2023,6.8,52.1,269.8
451,Syrah,Rioja,2.22,19.94,3.18,186.43,16.3,9/3/2023,7.7,63.6,521.8
452,Syrah,Mendoza,2.39,22.36,4.15,252.44,18.68,9/26/2023,7.4,69.9,462.3
453,Syrah,Rioja,3.04,27.38,3.58,253.26,22.49,9/4/2023,7.3,47.2,360.7
454,Syrah,Bordeaux,2.85,21.41,3.29,161.94,22.06,8/19/2023,8.5,42.8,562.4
455,Sauvignon Blanc,Napa Valley,2.51,10.61,3.61,332.51,23,9/2/2023,10.2,66.3,722.8
456,Merlot,Mendoza,2.27,28.62,2.99,100.21,10.89,8/18/2023,7.3,37.6,799.3
457,Syrah,Barossa Valley,2.87,23.79,3.42,200.11,20.38,8/26/2023,8.2,54.6,564.7
458,Zinfandel,Tuscany,2.29,23.53,3.68,257.27,12.1,9/29/2023,8.3,46.2,442.8
459,Merlot,Barossa Valley,2.65,14.31,3.48,259.14,16.24,8/7/2023,11.9,31.6,335.1
460,Merlot,Bordeaux,3.25,23.18,3.36,244.59,18.23,8/24/2023,11.7,43.9,354.3
461,Chardonnay,Mendoza,2.5,17.88,4.19,132.59,16.04,8/3/2023,10.8,40.6,487.7
462,Sauvignon Blanc,Mendoza,2.4,23.02,4.03,96.86,17.79,8/10/2023,7.4,57.4,420.4
463,Syrah,Mendoza,1.95,12.13,3.67,240.78,24.95,8/2/2023,6.4,68,748.3
464,Cabernet Sauvignon,Bordeaux,2.22,23.16,3.6,229.79,12.03,8/31/2023,7.9,40.7,421
465,Pinot Noir,Bordeaux,3.1,29.99,3.67,103.81,20.13,8/3/2023,7.6,62.5,424.1
466,Riesling,Barossa Valley,1.85,10.96,3.08,261.54,15.94,9/28/2023,9,32.2,430.1
467,Zinfandel,Sonoma,3.05,29.54,3.35,186.55,12,8/1/2023,10.7,51.5,702
468,Cabernet Sauvignon,Barossa Valley,2.34,18.14,2.86,250.33,12.38,8/29/2023,11.1,32.8,590.5
469,Sauvignon Blanc,Tuscany,3.69,27.42,3.47,301.21,24.24,8/21/2023,11.1,67.4,568.5
470,Pinot Noir,Napa Valley,3.09,25.65,3.56,100.92,23.19,8/30/2023,8.2,60.7,400.5
471,Sauvignon Blanc,Mendoza,3.07,21.34,3.12,55.74,23.61,9/11/2023,10.1,56.3,690.7
472,Zinfandel,Sonoma,2.84,24.77,4.15,283.73,24.87,8/26/2023,7.9,63,223
473,Merlot,Napa Valley,2.19,27.57,4.07,232.91,13.12,9/30/2023,6.4,55.9,722.5
474,Pinot Noir,Sonoma,2.46,18.08,3.81,259.89,15.33,9/8/2023,10.2,68.8,507.6
475,Merlot,Rioja,2.07,16.54,3.55,301.45,20.04,9/17/2023,6.1,58.6,439
476,Zinfandel,Rioja,2.57,23.35,4.02,290.84,17.26,8/13/2023,8.5,67,498.3
477,Cabernet Sauvignon,Loire Valley,2.59,26.16,2.98,338.28,16.28,8/22/2023,8,50.7,600.4
478,Zinfandel,Rioja,2.87,25.25,3.91,210.78,15.37,8/27/2023,10.2,34.7,207.7
479,Cabernet Sauvignon,Barossa Valley,3.19,25.96,2.97,196.55,18.91,8/16/2023,10.6,51.1,722.9
480,Pinot Noir,Rioja,2.3,18.71,3.91,170.57,18.63,9/14/2023,7.8,35.1,468
481,Pinot Noir,Bordeaux,2.88,26.36,3.19,96.11,12.42,8/29/2023,10.9,53.7,405.8
482,Syrah,Mendoza,1.78,12.4,4.03,221.78,17.08,8/8/2023,7.8,49.3,282.9
483,Sauvignon Blanc,Barossa Valley,2.5,20.89,4.12,133.1,18.3,9/1/2023,8.7,54.9,463.7
484,Syrah,Napa Valley,2.19,10.12,3.01,326.39,18.55,9/11/2023,10.4,30.4,497.8
485,Sauvignon Blanc,Loire Valley,2.29,16.49,3.45,224.96,13.15,8/28/2023,10.2,37.8,442.2
486,Syrah,Loire Valley,3,17.33,4.17,227.85,21.13,9/8/2023,11.9,49.7,607.2
487,Merlot,Loire Valley,1.73,17.92,3.48,156.48,10.38,9/16/2023,7.4,68,452.5
488,Pinot Noir,Napa Valley,2.73,23.91,4.01,65.6,15.32,9/17/2023,10,45.3,776.9
489,Cabernet Sauvignon,Napa Valley,2.83,17.77,3.62,59.52,21.7,8/11/2023,9.7,47,559.6
490,Sauvignon Blanc,Napa Valley,2.98,18.97,3.33,177,18.46,8/26/2023,11.5,58.6,684.5
491,Zinfandel,Napa Valley,1.62,14.75,3.2,75.37,13.92,9/5/2023,6.9,54.2,265.6
492,Sauvignon Blanc,Loire Valley,2.79,17.47,3.08,232.05,20.42,8/7/2023,10.5,42,438.4
493,Cabernet Sauvignon,Loire Valley,2.31,14.55,3.87,314.29,18.51,8/25/2023,9.4,46.4,402.1
494,Syrah,Sonoma,2.11,11.46,3.34,314.87,21.94,8/10/2023,7.6,38.7,541.7
495,Sauvignon Blanc,Barossa Valley,2.92,22.07,3.52,247.71,21.03,9/22/2023,8.8,68.6,716.7
496,Riesling,Mendoza,2.74,23.36,3.49,113.37,19.15,9/11/2023,8,35.2,247
497,Merlot,Rioja,2.79,22.39,3.61,308.9,17.32,8/20/2023,9.5,44.9,243.5
498,Pinot Noir,Rioja,2.45,19.27,4.01,315.83,12,9/4/2023,11.3,31,710.2
499,Cabernet Sauvignon,Bordeaux,2.12,17.6,4.17,109,13.92,8/4/2023,9.4,38.9,327.7
500,Pinot Noir,Loire Valley,3.06,27.27,3.37,271.23,16.29,9/2/2023,9.8,61.2,601.3
501,Riesling,Bordeaux,2.62,20.38,3.96,135.96,18.99,9/11/2023,9.1,38,525.7
502,Sauvignon Blanc,Barossa Valley,2.05,19.58,3.87,290.79,17.71,8/13/2023,6.3,33.2,699.7
503,Sauvignon Blanc,Barossa Valley,1.53,10.51,3.6,349.17,14.32,9/28/2023,7.4,49,275.1
504,Zinfandel,Bordeaux,1.76,16.82,4.14,59.01,10.1,8/30/2023,9,30.4,277.9
505,Riesling,Loire Valley,2.16,17.6,3.08,319.21,17.44,9/25/2023,7.9,33.4,534.1
506,Cabernet Sauvignon,Bordeaux,1.81,17.98,2.95,236.79,14.28,9/8/2023,7.1,62.3,767.8
507,Zinfandel,Rioja,2.81,21.6,4,342.01,21.02,8/30/2023,9,60.9,449
508,Merlot,Sonoma,1.96,20.67,3.41,189.5,10.36,9/22/2023,7.9,66.6,396.2
509,Zinfandel,Rioja,2.44,22.16,3.99,304.22,18.77,9/7/2023,7.5,64.2,564
